Gene Symbol	Gene ID	Median (Tumor)	Median (Normal)	Log2(Fold Change)	adjp
KB-1208A12.3	ENSG00000245970.2	1.920	5.425	-1.138	4.43e-27
RP11-696N14.1	ENSG00000246090.6	1.260	7.140	-1.849	1.28e-69
RP11-894P9.1	ENSG00000246451.2	0.760	3.445	-1.337	7.68e-63
RP11-1277A3.2	ENSG00000246596.6	1.120	5.375	-1.588	8.55e-85
H2AFJ	ENSG00000246705.4	837.211	311.696	1.423	1.04e-47
UBAP1L	ENSG00000246922.8	0.940	3.970	-1.357	9.23e-69
MTND4P12	ENSG00000247627.2	31.909	0.540	4.418	8.80e-15
RP11-1277A3.1	ENSG00000247679.2	0.950	3.190	-1.103	6.03e-75
NR2F2-AS1	ENSG00000247809.7	1.180	4.375	-1.302	1.62e-85
LINC00926	ENSG00000247982.6	0.730	3.495	-1.378	4.33e-50
FOXD1-AS1	ENSG00000247993.2	2.515	0.170	1.587	8.24e-32
FAM13A-AS1	ENSG00000248019.2	1.225	6.225	-1.699	1.67e-40
RRN3P1	ENSG00000248124.7	1.295	10.710	-2.351	1.19e-95
WHAMMP2	ENSG00000248334.6	0.520	2.060	-1.009	1.27e-95
SEMA6A-AS1	ENSG00000248445.5	0.920	3.679	-1.285	4.26e-54
PCP4L1	ENSG00000248485.1	1.295	7.200	-1.837	1.85e-60
LINC00992	ENSG00000248663.6	4.825	0.665	1.807	1.81e-75
LINC01207	ENSG00000248771.5	11.705	3.190	1.601	3.27e-23
RP11-510N19.5	ENSG00000249007.1	1.585	4.399	-1.063	1.24e-18
ZNF436-AS1	ENSG00000249087.6	2.745	7.380	-1.162	1.62e-77
TMEM150C	ENSG00000249242.7	18.000	8.175	1.050	8.62e-37
RP11-496H1.1	ENSG00000249626.1	1.300	3.920	-1.097	4.15e-25
MIR143HG	ENSG00000249669.7	1.700	20.564	-2.998	3.18e-116
YJEFN3	ENSG00000250067.11	2.240	14.632	-2.270	1.20e-39
FZD10-AS1	ENSG00000250208.6	4.930	11.769	-1.107	3.80e-36
PKD1P6	ENSG00000250251.6	6.295	22.655	-1.697	4.40e-54
RP11-356J5.12	ENSG00000250303.3	1.160	4.725	-1.406	1.22e-75
MGC32805	ENSG00000250328.5	0.480	2.815	-1.366	3.44e-57
GPR162	ENSG00000250510.7	1.610	5.750	-1.371	1.32e-56
RP4-669L17.8	ENSG00000250575.1	2.590	11.359	-1.784	6.31e-53
IQCJ-SCHIP1	ENSG00000250588.6	4.665	12.335	-1.235	1.37e-52
RP11-1084J3.3	ENSG00000250767.1	1.955	0.100	1.426	6.34e-37
SNHG18	ENSG00000250786.1	5.590	23.065	-1.869	2.95e-59
RP11-849H4.4	ENSG00000251143.1	0.320	1.695	-1.030	7.52e-64
SHANK3	ENSG00000251322.7	2.565	11.285	-1.785	8.45e-75
RPL32P3	ENSG00000251474.6	4.100	11.095	-1.246	5.65e-43
FOXD1	ENSG00000251493.3	1.770	0.110	1.319	3.15e-34
MALAT1	ENSG00000251562.7	68.509	381.158	-2.459	5.38e-41
RP11-582J16.5	ENSG00000253200.1	0.710	3.809	-1.492	2.22e-101
TMEM200B	ENSG00000253304.1	5.715	19.289	-1.595	2.60e-63
RP1-170O19.17	ENSG00000253308.2	0.510	5.725	-2.155	2.31e-51
TRNP1	ENSG00000253368.3	4.015	9.045	-1.002	4.69e-50
PCAT1	ENSG00000253438.2	1.485	0.150	1.112	1.45e-42
RP11-798K23.5	ENSG00000253520.1	1.680	4.420	-1.016	1.54e-49
HOXA-AS2	ENSG00000253552.7	3.985	15.995	-1.769	1.36e-71
IGHGP	ENSG00000253755.1	2.220	0.260	1.354	5.33e-20
KB-1562D12.1	ENSG00000254024.1	10.325	4.550	1.029	5.55e-29
NPIPB11	ENSG00000254206.5	0.320	2.560	-1.431	8.03e-82
HSPB2-C11orf52	ENSG00000254445.1	1.340	4.310	-1.182	1.11e-43
RP11-755F10.3	ENSG00000254461.1	0.330	2.885	-1.547	2.38e-73
RP11-23F23.2	ENSG00000254480.1	4.605	1.655	1.078	1.59e-55
RP5-1024C24.1	ENSG00000254489.1	1.210	3.855	-1.135	3.36e-23
RP11-481A20.10	ENSG00000254507.2	0.400	3.480	-1.678	9.12e-48
RP11-867G23.10	ENSG00000254510.1	1.025	4.030	-1.313	1.84e-63
FLJ20021	ENSG00000254531.1	112.349	33.160	1.730	1.16e-59
RP11-395G23.3	ENSG00000254615.2	0.540	2.985	-1.372	1.16e-103
RP11-152H18.3	ENSG00000254665.1	2.805	21.600	-2.570	4.94e-32
RP11-468E2.1	ENSG00000254692.1	17.085	5.668	1.440	1.14e-26
RP11-496I9.1	ENSG00000254815.5	2.365	6.650	-1.185	5.92e-18
RP11-867G23.1	ENSG00000254855.1	0.130	1.840	-1.330	2.15e-89
NAV2-AS1	ENSG00000254894.1	0.110	1.739	-1.303	2.33e-65
RP11-110I1.5	ENSG00000254909.1	0.615	2.755	-1.217	3.10e-34
RP11-326C3.7	ENSG00000254910.1	1.220	3.625	-1.059	1.74e-58
SCARNA9	ENSG00000254911.3	0.960	3.000	-1.029	3.31e-40
STX16-NPEPL1	ENSG00000254995.4	0.980	8.559	-2.271	1.04e-59
RP11-326C3.2	ENSG00000255026.1	0.605	5.433	-2.003	6.95e-52
RP11-802E16.3	ENSG00000255031.5	2.060	14.245	-2.317	2.67e-57
PIGY	ENSG00000255072.1	19.795	1.800	2.893	7.95e-28
MSH5-SAPCD1	ENSG00000255152.8	2.655	7.240	-1.173	9.76e-23
RP11-350N15.4	ENSG00000255201.1	0.270	4.710	-2.169	9.52e-100
RP11-142C4.6	ENSG00000255240.5	11.679	3.460	1.507	1.27e-39
RP11-166D19.1	ENSG00000255248.6	6.680	25.950	-1.811	7.43e-82
RP11-732A19.5	ENSG00000255390.1	5.260	16.045	-1.445	3.69e-38
RP11-627G23.1	ENSG00000255545.7	2.880	0.625	1.256	5.46e-22
RMST	ENSG00000255794.6	3.900	12.148	-1.424	1.23e-30
RP11-197N18.2	ENSG00000256028.2	0.495	3.669	-1.643	8.52e-79
ZNF10	ENSG00000256223.5	4.395	12.345	-1.307	5.93e-71
SALL3	ENSG00000256463.8	1.510	4.235	-1.060	4.66e-21
RP11-73M18.2	ENSG00000256500.5	4.200	0.077	2.271	3.15e-34
MRGPRF-AS1	ENSG00000256508.2	0.140	1.640	-1.211	7.81e-102
RP11-173P15.5	ENSG00000256569.1	1.115	0.000	1.081	4.33e-4
KLRAP1	ENSG00000256667.6	0.745	3.415	-1.339	7.39e-63
ZNF350	ENSG00000256683.6	39.495	15.830	1.267	3.87e-47
RP11-273B20.1	ENSG00000256967.1	0.540	2.465	-1.170	4.94e-61
SNRPEP2	ENSG00000256968.1	7.485	2.990	1.089	1.42e-33
RP11-56G10.2	ENSG00000257386.1	3.285	0.655	1.373	1.46e-4
RP11-278C7.1	ENSG00000257511.1	0.730	2.970	-1.198	1.95e-71
RP11-203J24.9	ENSG00000257524.5	1.615	8.720	-1.894	3.48e-68
PSMA3-AS1	ENSG00000257621.7	21.621	48.955	-1.143	3.22e-47
RP11-579D7.2	ENSG00000257653.1	3.265	0.000	2.093	8.40e-34
RP3-416H24.1	ENSG00000257671.1	0.275	1.775	-1.122	1.97e-43
INAFM1	ENSG00000257704.3	9.725	22.694	-1.144	1.98e-46
RP11-478C19.2	ENSG00000258210.1	0.280	1.585	-1.014	9.32e-65
RP11-887P2.5	ENSG00000258274.1	0.690	3.260	-1.334	1.72e-79
RP11-644F5.10	ENSG00000258311.5	0.715	3.520	-1.398	2.33e-84
RTEL1	ENSG00000258366.7	5.330	12.665	-1.110	3.10e-51
RP11-649E7.5	ENSG00000258377.1	5.380	1.370	1.429	4.18e-12
PPT2-EGFL8	ENSG00000258388.7	1.390	7.440	-1.820	1.05e-60
RP11-356O9.1	ENSG00000258414.1	14.705	6.744	1.020	8.17e-28
LINC00641	ENSG00000258441.1	1.800	5.795	-1.279	5.62e-87
RP11-164J13.1	ENSG00000258461.5	0.640	5.165	-1.910	1.09e-76
RP11-1012A1.4	ENSG00000258466.5	1.770	0.380	1.005	3.13e-22
RP11-192H23.4	ENSG00000258472.8	0.760	2.915	-1.153	1.07e-55
RP11-203M5.7	ENSG00000258515.1	0.390	2.680	-1.405	7.75e-64
RP11-66N24.3	ENSG00000258727.1	4.795	18.339	-1.739	2.64e-21
MC1R	ENSG00000258839.2	2.220	8.075	-1.495	4.42e-35
HMGN1P3	ENSG00000258967.1	0.200	1.669	-1.153	3.88e-49
RP11-566K11.4	ENSG00000259006.1	0.980	3.535	-1.196	3.81e-29
RP11-589M4.1	ENSG00000259049.1	14.700	6.430	1.079	2.94e-18
ITGB3	ENSG00000259207.7	1.090	3.385	-1.069	7.15e-45
RP11-182J1.12	ENSG00000259244.1	0.870	5.915	-1.887	5.44e-70
RP11-624L4.1	ENSG00000259345.5	0.705	3.015	-1.236	4.48e-38
RP11-109D20.2	ENSG00000259352.1	7.950	1.505	1.837	4.38e-19
RP11-316M1.12	ENSG00000259357.2	10.460	1.575	2.154	5.12e-25
RP11-279F6.2	ENSG00000259457.1	3.640	0.660	1.483	1.78e-23
SORD2P	ENSG00000259479.6	129.907	48.848	1.393	4.39e-34
RP11-365N19.2	ENSG00000259515.1	0.250	1.865	-1.197	3.59e-76
RP11-89K11.1	ENSG00000259658.3	0.745	4.460	-1.646	4.86e-111
RP11-488L18.10	ENSG00000259865.1	4.125	9.575	-1.045	9.96e-34
RP11-304L19.1	ENSG00000259933.6	0.210	1.550	-1.075	2.34e-74
LA16c-390E6.4	ENSG00000260051.1	0.290	2.495	-1.438	2.37e-66
RP5-1142A6.9	ENSG00000260121.1	1.305	4.810	-1.334	5.42e-35
RP11-424G14.1	ENSG00000260197.1	0.540	2.360	-1.126	4.64e-83
RP11-483P21.2	ENSG00000260228.5	10.410	0.790	2.672	1.89e-69
SNHG19	ENSG00000260260.1	266.307	129.655	1.033	1.20e-30
RP11-44F21.5	ENSG00000260265.1	2.005	7.795	-1.549	1.56e-25
SLX1B-SULT1A4	ENSG00000260280.5	1.220	6.219	-1.701	3.55e-56
RP11-395I6.3	ENSG00000260296.1	1.175	4.200	-1.257	4.18e-49
RP11-645C24.5	ENSG00000260306.1	0.250	1.690	-1.106	9.24e-80
RP11-384K6.6	ENSG00000260404.2	1.995	5.950	-1.214	1.56e-54
RP11-63M22.2	ENSG00000260465.1	5.005	14.939	-1.408	2.74e-6
FAM157C	ENSG00000260528.3	1.390	3.930	-1.045	3.64e-31
RP13-516M14.1	ENSG00000260563.3	5.940	17.075	-1.381	4.82e-51
RP11-20G6.3	ENSG00000260566.2	0.255	1.590	-1.045	7.92e-34
RP11-106M3.2	ENSG00000260729.1	0.210	1.680	-1.147	3.07e-72
RP11-72I8.1	ENSG00000260735.1	0.570	3.270	-1.443	1.76e-65
RP11-311C24.1	ENSG00000260772.1	17.730	38.159	-1.064	7.42e-50
LINC00890	ENSG00000260802.1	1.950	6.339	-1.315	2.71e-13
PRCAT47	ENSG00000260896.5	13.450	1.335	2.630	1.46e-25
RP11-196G11.2	ENSG00000260911.2	0.430	2.135	-1.132	1.14e-43
RP11-96C23.11	ENSG00000261011.1	0.725	2.960	-1.199	8.99e-55
SULT1A3	ENSG00000261052.5	8.175	22.949	-1.384	2.47e-39
RP11-303E16.2	ENSG00000261061.1	30.530	14.565	1.018	3.55e-15
RP11-264B17.3	ENSG00000261067.6	0.300	2.455	-1.410	1.82e-84
RP3-523K23.2	ENSG00000261116.1	0.545	2.120	-1.014	9.32e-54
RP11-304L19.3	ENSG00000261123.1	0.280	2.505	-1.453	4.15e-91
RP11-629O1.2	ENSG00000261220.2	0.490	3.100	-1.460	3.99e-65
LINC01355	ENSG00000261326.2	1.190	6.540	-1.784	8.21e-52
VPS9D1-AS1	ENSG00000261373.1	10.480	4.685	1.014	3.33e-41
TEN1-CDK3	ENSG00000261408.5	1.540	4.660	-1.156	6.30e-24
RP4-616B8.4	ENSG00000261431.1	1.090	0.000	1.064	1.48e-15
RP11-106M3.3	ENSG00000261460.1	0.240	1.740	-1.144	4.91e-86
UBE2MP1	ENSG00000261461.1	2.015	0.495	1.012	3.16e-75
RP11-448G15.3	ENSG00000261490.1	0.325	5.865	-2.373	7.38e-110
LA16c-358B7.3	ENSG00000261505.1	0.890	4.825	-1.624	7.34e-58
SMG1P7	ENSG00000261556.8	1.020	7.100	-2.003	8.13e-69
RP11-414J4.2	ENSG00000261606.5	2.985	21.978	-2.528	6.91e-27
RP11-6O2.3	ENSG00000261616.1	0.575	3.715	-1.582	1.49e-99
RP11-554A11.4	ENSG00000261625.1	0.780	2.720	-1.063	1.02e-62
RP11-265N6.1	ENSG00000261684.1	4.670	1.800	1.018	1.29e-15
RP11-401P9.4	ENSG00000261685.2	1.565	4.575	-1.120	7.27e-46
RP11-350O14.18	ENSG00000261793.1	4.480	0.000	2.454	4.10e-18
MMP25-AS1	ENSG00000261971.6	4.565	14.315	-1.460	9.52e-39
RP11-473M20.9	ENSG00000262370.5	0.270	1.725	-1.101	6.41e-78
RP11-667K14.4	ENSG00000262533.1	5.910	0.000	2.789	7.72e-51
SPON1	ENSG00000262655.3	3.785	12.438	-1.490	2.50e-47
RP11-1055B8.4	ENSG00000262877.4	1.940	7.910	-1.600	1.52e-31
RP11-235E17.6	ENSG00000262903.1	0.390	3.870	-1.809	7.35e-84
RP11-849I19.1	ENSG00000263146.2	2.580	9.970	-1.616	1.79e-24
MYZAP	ENSG00000263155.5	5.805	15.403	-1.269	7.80e-45
RP1-59D14.5	ENSG00000263345.1	0.920	7.600	-2.163	4.88e-64
RP11-498C9.13	ENSG00000263585.1	1.915	0.290	1.177	4.59e-10
RP11-927P21.5	ENSG00000263647.1	2.035	7.740	-1.526	1.70e-36
LINC00908	ENSG00000263812.5	0.600	2.335	-1.060	3.60e-69
RP11-159D12.2	ENSG00000264112.1	1.940	10.600	-1.980	2.58e-53
SUZ12P1	ENSG00000264538.6	7.590	21.620	-1.397	8.18e-62
RP11-186B7.4	ENSG00000264772.5	1.575	5.455	-1.326	1.03e-39
RP13-104F24.3	ENSG00000265298.1	4.925	17.205	-1.619	1.99e-33
PCAT18	ENSG00000265369.3	8.745	0.995	2.288	1.50e-36
RP11-138I1.4	ENSG00000265401.1	172.576	83.077	1.046	2.09e-34
RP11-524F11.1	ENSG00000265511.1	0.420	2.560	-1.326	2.04e-73
RP11-1376P16.2	ENSG00000265678.1	0.630	3.815	-1.563	1.13e-70
RP11-5A19.5	ENSG00000265690.7	3.300	10.715	-1.446	7.21e-20
RP11-452I5.2	ENSG00000266036.1	4.470	1.630	1.057	4.97e-28
SNORA59B	ENSG00000266079.4	0.280	1.705	-1.079	4.42e-23
RP11-159D12.5	ENSG00000266086.1	1.950	7.560	-1.537	7.73e-33
RASSF5	ENSG00000266094.6	4.305	10.075	-1.062	2.76e-41
RP5-890E16.4	ENSG00000266341.1	2.340	0.000	1.740	4.96e-6
RP11-91I8.3	ENSG00000266441.1	2.690	0.685	1.131	6.22e-46
MYO15B	ENSG00000266714.6	23.845	164.283	-2.734	1.56e-55
SH3GL1P1	ENSG00000266777.1	0.400	2.175	-1.181	6.43e-64
RP13-104F24.1	ENSG00000266820.1	2.810	10.019	-1.532	1.21e-33
RP11-19P22.8	ENSG00000266872.1	0.810	5.694	-1.887	5.29e-85
FXYD1	ENSG00000266964.5	19.180	78.072	-1.970	4.92e-54
RP4-657D16.3	ENSG00000266993.3	0.505	2.335	-1.148	1.45e-70
RP11-677O4.6	ENSG00000267143.1	0.000	1.914	-1.543	9.02e-61
RP11-861E21.2	ENSG00000267199.1	0.160	1.670	-1.203	2.75e-70
LCN6	ENSG00000267206.5	1.670	8.670	-1.857	1.40e-69
RP11-793H13.10	ENSG00000267281.2	1.825	11.055	-2.093	6.71e-53
SNHG22	ENSG00000267322.2	1.245	4.500	-1.293	1.42e-59
UPK3BL	ENSG00000267368.1	24.615	61.300	-1.282	2.68e-46
RP11-666A8.8	ENSG00000267546.2	0.290	1.610	-1.017	1.47e-71
ZNF224	ENSG00000267680.5	6.660	16.270	-1.173	5.92e-56
SMIM22	ENSG00000267795.5	180.411	42.305	2.067	1.05e-17
RP11-167N5.5	ENSG00000267834.1	0.220	1.885	-1.242	3.69e-70
RP5-1057I20.4	ENSG00000268069.2	0.920	5.064	-1.659	2.43e-96
FAM156A	ENSG00000268350.7	6.875	21.030	-1.484	1.19e-54
FENDRR	ENSG00000268388.5	4.765	23.175	-2.068	1.69e-59
RP3-461F17.3	ENSG00000268439.5	13.700	5.650	1.144	1.30e-43
RP11-34P13.15	ENSG00000268903.1	9.280	27.180	-1.455	8.18e-21
RP11-256I23.2	ENSG00000269068.1	0.410	2.280	-1.218	2.31e-73
TRABD2B	ENSG00000269113.3	0.700	2.680	-1.114	3.32e-78
LINC01082	ENSG00000269186.1	4.280	12.433	-1.347	8.01e-24
FBXO17	ENSG00000269190.5	4.190	21.703	-2.129	7.19e-95
PTOV1-AS2	ENSG00000269352.1	7.815	29.675	-1.799	1.28e-29
RP3-461P17.10	ENSG00000269549.2	0.490	2.090	-1.052	3.18e-81
RP11-589N15.2	ENSG00000269899.1	0.415	1.980	-1.074	1.07e-46
RP11-932O9.9	ENSG00000269930.1	1.730	5.915	-1.341	6.46e-44
RP11-394O4.5	ENSG00000269936.3	5.285	156.834	-4.650	5.23e-102
RP11-73M18.7	ENSG00000269940.1	2.180	5.420	-1.014	1.82e-43
LUC7L2	ENSG00000269955.2	19.690	9.313	1.004	8.97e-6
RP11-73M18.8	ENSG00000269958.1	5.715	13.360	-1.097	9.75e-43
RP5-940J5.9	ENSG00000269968.1	4.528	0.000	2.467	6.95e-7
RP11-34P13.16	ENSG00000269981.1	4.140	12.409	-1.383	4.05e-16
LL0XNC01-7P3.1	ENSG00000270012.1	0.870	3.930	-1.399	6.29e-57
RP11-540B6.6	ENSG00000270015.1	2.935	7.480	-1.108	1.83e-44
MIR222HG	ENSG00000270069.1	0.665	7.995	-2.434	3.09e-93
RP11-130L8.1	ENSG00000270100.1	1.905	6.665	-1.400	2.65e-53
MINOS1-NBL1	ENSG00000270136.5	7.620	1.240	1.944	4.26e-58
RP11-258C19.7	ENSG00000270189.1	2.980	11.970	-1.704	5.65e-55
RP11-572O17.1	ENSG00000270195.1	1.150	4.660	-1.396	1.17e-33
RP11-373D23.3	ENSG00000270210.1	0.530	2.415	-1.158	1.89e-87
NBPF8	ENSG00000270231.3	5.020	12.625	-1.178	3.24e-22
PKD1P6	ENSG00000270580.5	5.415	21.294	-1.797	2.04e-70
RP11-373D23.2	ENSG00000270640.1	0.920	9.859	-2.500	3.44e-55
HSPE1-MOB4	ENSG00000270757.1	4.825	1.380	1.291	1.54e-21
RP11-385F7.1	ENSG00000270761.1	7.745	3.360	1.004	1.59e-43
RP11-346C20.3	ENSG00000271009.2	0.470	2.750	-1.351	4.72e-89
NUDT4P2	ENSG00000271121.2	16.135	4.610	1.611	1.87e-12
RP11-171I2.4	ENSG00000271141.1	0.470	2.629	-1.304	1.08e-59
RP11-1109F11.5	ENSG00000271259.1	0.290	1.630	-1.028	3.50e-56
RP11-1109F11.3	ENSG00000271327.1	0.470	2.050	-1.053	1.55e-50
RP3-368A4.5	ENSG00000271430.1	2.170	6.575	-1.257	1.84e-51
RP3-368A4.6	ENSG00000271533.1	1.045	5.090	-1.574	2.48e-60
RP11-486G15.2	ENSG00000271576.1	0.990	3.125	-1.052	1.34e-47
SNX29P2	ENSG00000271699.5	0.340	1.905	-1.116	7.58e-78
MROH7-TTC4	ENSG00000271723.5	0.090	1.760	-1.340	4.19e-108
RP11-379F4.8	ENSG00000271778.1	0.390	2.985	-1.519	5.23e-86
RP1-244F24.1	ENSG00000271857.1	0.220	2.555	-1.543	1.93e-84
RP11-97C16.1	ENSG00000271870.1	8.200	18.355	-1.073	4.19e-11
RP4-635E18.8	ENSG00000271895.2	6.095	23.463	-1.786	5.29e-49
RP11-188P20.3	ENSG00000271941.1	0.630	3.420	-1.439	5.56e-63
RP11-285J16.1	ENSG00000271993.1	0.370	1.840	-1.052	1.54e-50
KB-431C1.5	ENSG00000272037.1	0.335	1.910	-1.124	5.91e-68
RP4-734G22.3	ENSG00000272078.1	0.430	2.230	-1.175	7.33e-65
RP11-155O18.6	ENSG00000272100.1	0.340	3.095	-1.612	3.82e-71
RP1-261G23.7	ENSG00000272114.1	32.369	89.210	-1.435	9.48e-11
RP11-465B22.8	ENSG00000272141.1	3.485	13.450	-1.688	1.09e-22
NFYC-AS1	ENSG00000272145.1	0.830	3.495	-1.296	2.00e-57
RP1-286D6.5	ENSG00000272153.1	1.710	4.480	-1.016	1.76e-47
RP11-802O23.3	ENSG00000272182.1	0.720	2.475	-1.015	3.72e-85
RP3-325F22.5	ENSG00000272189.1	5.650	2.100	1.101	1.46e-65
HIST2H2AA4	ENSG00000272196.2	173.608	76.029	1.181	1.23e-17
RP5-855D21.1	ENSG00000272240.1	1.050	5.020	-1.554	7.28e-58
RP11-346C20.4	ENSG00000272250.1	0.680	3.174	-1.313	3.78e-96
RP11-722E23.2	ENSG00000272338.2	1.075	3.340	-1.065	1.71e-73
RP3-329A5.8	ENSG00000272374.1	0.300	1.880	-1.148	1.65e-75
RP4-758J18.13	ENSG00000272455.1	1.690	4.745	-1.095	1.83e-30
RP5-1024N4.4	ENSG00000272491.1	0.080	1.255	-1.062	1.13e-101
MUSTN1	ENSG00000272573.5	3.780	17.120	-1.923	5.07e-39
ZSWIM8-AS1	ENSG00000272589.1	0.860	5.640	-1.836	6.85e-65
GS1-114I9.1	ENSG00000272638.1	2.315	6.472	-1.173	1.30e-41
RP11-504P24.8	ENSG00000272645.2	4.430	12.168	-1.278	3.83e-37
RP11-190A12.8	ENSG00000272668.1	0.690	3.153	-1.297	2.44e-46
RP3-508I15.21	ENSG00000272669.1	3.165	11.928	-1.634	1.38e-28
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752.5	24.501	91.783	-1.863	1.57e-31
RP11-326G21.1	ENSG00000272755.1	1.020	3.325	-1.098	2.84e-63
RP11-286H15.1	ENSG00000272789.1	0.280	7.435	-2.720	1.51e-105
RP11-260M2.1	ENSG00000272807.1	0.925	4.689	-1.563	1.10e-66
RP5-855D21.3	ENSG00000272812.1	1.350	6.905	-1.750	1.51e-51
RP3-402G11.27	ENSG00000272836.1	0.810	2.990	-1.140	5.00e-53
RP11-347I19.8	ENSG00000272849.1	1.775	5.614	-1.253	4.32e-21
RP11-17E13.2	ENSG00000272864.1	0.630	2.660	-1.167	6.77e-73
RP11-798M19.6	ENSG00000272870.1	2.605	6.410	-1.039	2.42e-74
RP11-408A13.4	ENSG00000272871.1	0.450	2.120	-1.105	1.31e-63
RP11-574K11.31	ENSG00000272916.5	0.600	2.330	-1.057	6.92e-60
RP11-500M8.7	ENSG00000272921.1	0.000	1.545	-1.348	7.59e-11
RP11-1191J2.5	ENSG00000272927.1	0.470	2.065	-1.060	5.57e-58
RP11-284F21.11	ENSG00000272971.1	0.360	1.960	-1.122	7.45e-84
KB-1572G7.2	ENSG00000273000.5	1.070	4.119	-1.306	4.82e-40
FAM95C	ENSG00000273036.2	2.610	8.149	-1.342	2.93e-20
RP3-508I15.20	ENSG00000273096.1	0.000	2.900	-1.963	1.49e-29
PACERR	ENSG00000273129.1	0.160	2.135	-1.434	1.29e-99
NBPF26	ENSG00000273136.5	2.840	7.310	-1.114	3.32e-30
RP3-402G11.28	ENSG00000273137.1	1.090	3.560	-1.126	2.91e-43
RP11-458F8.4	ENSG00000273142.1	3.120	8.923	-1.268	1.51e-29
RP4-583P15.15	ENSG00000273154.3	1.990	5.825	-1.191	5.19e-37
RP3-402G11.25	ENSG00000273188.1	0.780	2.670	-1.044	2.78e-50
RP11-527J8.1	ENSG00000273306.1	0.780	2.685	-1.050	9.11e-66
RP11-386I14.4	ENSG00000273338.1	1.100	3.550	-1.115	1.85e-12
RP5-1074L1.4	ENSG00000273373.1	1.390	5.564	-1.458	4.69e-42
RP13-514E23.2	ENSG00000273389.1	0.060	1.175	-1.037	1.39e-60
RP11-548H3.1	ENSG00000273466.1	2.345	6.750	-1.212	4.53e-52
RP11-390P24.1	ENSG00000273576.1	5.485	14.924	-1.296	5.68e-55
RP11-59C5.3	ENSG00000273599.1	0.470	2.215	-1.129	5.79e-59
RP11-7F17.8	ENSG00000273729.1	0.390	1.800	-1.010	1.26e-82
LL21NC02-21A1.1	ENSG00000273796.1	0.630	2.555	-1.125	6.20e-88
FAM27E3	ENSG00000274026.1	1.260	4.190	-1.199	1.03e-48
uc_338	ENSG00000274051.1	0.000	2.439	-1.782	3.79e-49
U1	ENSG00000274210.1	1.560	0.000	1.356	6.67e-15
RP11-566K19.6	ENSG00000274253.4	0.245	1.815	-1.177	4.96e-62
RP11-44M6.7	ENSG00000274272.1	2.860	11.085	-1.647	1.96e-52
RP11-347I19.7	ENSG00000274292.1	0.825	3.125	-1.176	2.66e-34
PCA3_1	ENSG00000274326.1	1.915	0.000	1.543	5.22e-30
RP11-128A17.2	ENSG00000274444.1	0.125	2.895	-1.792	3.10e-82
RP11-228M15.1	ENSG00000274471.1	1.060	3.240	-1.041	5.34e-31
TBC1D3L	ENSG00000274512.4	6.540	18.210	-1.349	1.98e-11
PI4KAP1	ENSG00000274602.4	2.850	13.240	-1.887	2.69e-40
RP11-817I4.1	ENSG00000274964.1	2.825	0.900	1.009	4.03e-38
RP11-395B7.2	ENSG00000274993.1	2.355	7.855	-1.400	1.46e-18
RP11-631N16.4	ENSG00000275180.1	1.600	7.545	-1.717	1.08e-42
LENG9	ENSG00000275183.1	17.125	6.480	1.277	1.57e-65
RP13-516M14.10	ENSG00000275888.1	0.990	9.504	-2.400	2.15e-63
PRSS2	ENSG00000275896.4	0.065	3.670	-2.133	5.07e-68
RP11-680G24.6	ENSG00000275910.1	0.460	1.960	-1.020	5.19e-55
RP11-1055B8.9	ENSG00000275966.1	0.475	2.095	-1.069	1.16e-20
RP11-278C7.4	ENSG00000276148.1	1.500	4.340	-1.095	7.09e-42
TP53TG1_2	ENSG00000276185.1	11.885	0.000	3.688	2.37e-14
RP11-481J2.4	ENSG00000276259.1	1.720	5.035	-1.150	6.67e-65
LLNLR-268E12.1	ENSG00000276445.1	0.600	2.550	-1.150	8.22e-46
HERC2P2	ENSG00000276550.4	8.180	41.711	-2.218	3.75e-43
RAB7B	ENSG00000276600.4	1.935	5.790	-1.210	6.77e-47
RP5-1057I20.5	ENSG00000276691.1	0.100	1.489	-1.178	3.59e-78
RP1-102E24.10	ENSG00000276718.1	0.710	2.715	-1.119	1.80e-67
HOTAIRM1_2	ENSG00000276771.1	0.000	1.264	-1.179	4.17e-41
RP3-453C12.15	ENSG00000277022.1	0.140	1.390	-1.068	9.69e-76
RP11-102G14.1	ENSG00000277050.1	0.300	2.350	-1.366	2.41e-75
RMST_10	ENSG00000277081.1	2.435	9.835	-1.657	1.52e-13
RP11-837J7.4	ENSG00000277299.1	0.530	2.810	-1.316	4.36e-58
RP11-325L12.6	ENSG00000277351.1	0.325	1.735	-1.045	6.24e-87
RP11-147L13.13	ENSG00000277476.1	1.450	5.030	-1.299	6.15e-50
RP11-295M3.4	ENSG00000277639.1	2.250	6.100	-1.127	1.34e-14
HOTAIRM1_5	ENSG00000277694.1	0.165	2.409	-1.549	3.68e-3
RP11-734K23.9	ENSG00000277701.4	2.850	15.255	-2.078	8.98e-36
RP11-269C23.5	ENSG00000277831.1	0.130	1.705	-1.259	1.45e-88
SNORA76C	ENSG00000277887.1	1.605	0.000	1.381	4.67e-14
SRD5A2	ENSG00000277893.1	2.810	12.290	-1.802	3.88e-59
RP11-452N17.1	ENSG00000277998.1	58.241	11.645	2.228	2.41e-78
